Data,Série,Valor
Dec 2019,M1,447.721783
Jan 2020,M1,404.550142
Feb 2020,M1,409.907807
Mar 2020,M1,435.822892
Apr 2020,M1,471.320836
May 2020,M1,503.444375
Jun 2020,M1,534.044506
Jul 2020,M1,546.432508
Aug 2020,M1,565.32057
Sep 2020,M1,586.004391
Oct 2020,M1,576.811224
Nov 2020,M1,586.503393
Dec 2020,M1,622.804637
