Balancete/Balanco Geral (Documentos: 4010 - 4016 - 4020 - 4026);;;;;;;;;;;;;;;;
Data de geracao dos dados: 2015-07-09;;;;;;;;;;;;;; R$1.613.183.001.003,61 ;148;
Fonte: Instituicoes financeiras;;;;;;;;;;;; R$183.668.961.079.270,00 ;; R$321.010.000.000,00 ;BCO DO BRASIL S.A.;0,198991683
#DATA_BASE;DOCUMENTO;CNPJ;AGENCIA;NOME_INSTITUICAO;COD_CONGL;NOME_CONGL;TAXONOMIA;CONTA;NOME_CONTA; SALDO ;;;; R$4.534.232.073,00 ;BRB - BCO DE BRASILIA S.A.;
201201;4010;4902979;;BCO DA AMAZONIA S.A.;;;BANCOS COMERCIAIS;99999995;TOTAL GERAL DO PASSIVO;57445942825;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;2867840614;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;11000006;DISPONIBILIDADES;92015366,14;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;11100009;CAIXA;91779325,03;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;11500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS;236041,11;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;453270656,8;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;12100008;APLICACOES EM OPERACOES COMPROMISSADAS;359998269,1;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;93272387,79;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS      FINANCEIROS DERIVATIVOS;442334633,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;13100007;LIVRES;425758801,9;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;13200000;VINCULADOS A OPERACOES COMPROMISSADAS;14550502,57;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;13600002;VINCULADOS A PRESTACAO DE GARANTIAS;2025328,79;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;14000003;RELACOES INTERFINANCEIRAS;205800862;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;14100006;DIREITOS JUNTO A PARTICIPANTES DE SISTEMAS DE     LIQUIDA‚ÌO;3940231,14;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;14200009;CREDITOS VINCULADOS;201818065,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;14400005;RELACOES COM CORRESPONDENTES;42565,64;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO; R$1.552.618.613,00 ;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;16100004;EMPRESTIMOS E TITULOS DESCONTADOS;1583092369;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;16300000;FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS;7356304,05;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;16400003;FINANCIAMENTOS IMOBILIARIOS;2614310,26;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;16900008;(-) PROVISOES PARA OPERACOES DE CREDITO;-40444371,18;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;118821693,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;18200005;CARTEIRA DE CAMBIO;165157,5;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;18300008;RENDAS A RECEBER;672452,35;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;18800003;DIVERSOS;119311634,7;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;18900006;(-) PROVISOES PARA OUTROS CREDITOS;-1327551,39;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;2978790,39;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;19800002;OUTROS VALORES E BENS;2892937,55;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;19900005;DESPESAS ANTECIPADAS;85852,84;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;44923569,6;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;21000003;INVESTIMENTOS;32542,39;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;21900000;OUTROS INVESTIMENTOS;32542,39;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22000002;IMOBILIZADO DE USO;43105715,53;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22100005;MOVEIS E EQUIPAMENTOS EM ESTOQUE;2404840,71;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22200008;IMOBILIZACOES EM CURSO;7933255,71;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22300001;IMOVEIS DE USO;13379033,56;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22400004;INSTALACOES, MOVEIS E EQUIPAMENTOS DE USO;3674302,94;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;22900009;OUTROS;15714282,61;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;25000009;INTANGIVEL;1785311,68;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;25100002;ATIVOS INTANGIVEIS;1785311,68;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30000001;COMPENSACAO;3175122405;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30100004;COOBRIGACOES E RISCOS EM GARANTIAS PRESTADAS;2022740,43;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30300000;TITULOS E VALORES MOBILIARIOS;442334633,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30400003;CUSTODIA DE VALORES;446108258,5;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30800005;CONTRATOS;125552671,3;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;30900008;CONTROLE;566041118,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31000000;CLASSIFICACAO DA CARTEIRA DE CREDITOS;1593062984;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31200006;OPERACOES DE RISCO NIVEL A;1489045860;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31300009;OPERACOES DE RISCO NIVEL B;4086087,83;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31400002;OPERACOES DE RISCO NIVELC;22537505,51;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31500005;OPERACOES DE RISCO NIVEL D;46635072,63;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31600008;OPERACOES DE RISCO NIVEL E;2124975,06;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31700001;OPERACOES DE RISCO NIVEL F;1967575,33;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31800004;OPERACOES DE RISCO NIVEL G;2228504,91;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;31900007;OPERACOES DE RISCO NIVEL H;24437402,29;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;39999993;TOTAL GERAL DO ATIVO;6087886589;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;40000008;CIRCULANTE E EXIGIVEL A LONGO PRAZO;2535480056;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;41000007;DEPOSITOS;2375777250;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;41100000;DEPOSITOS A VISTA;782946637;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;41200003;DEPOSITOS DE POUPANCA;384892388,7;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;41300006;DEPOSITOS INTERFINANCEIROS;70360323,98;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;41500002;DEPOSITOS A PRAZO;1137577901;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;42000006;OBRIGACOES POR OPERACOES COMPROMISSADAS;14510754,8;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;42100009;CARTEIRA PROPRIA;14510754,8;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;44000004;RELACOES INTERFINANCEIRAS;13861490,61;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;44100007;OBRIGA‚ÍES JUNTO A PARTICIPANTES DE SISTEMAS DE   LIQUIDA‚ÌO;13750891,62;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;44400006;RELACOES COM CORRESPONDENTES;110598,99;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;45000003;RELACOES INTERDEPENDENCIAS;378379,62;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;45100006;RECURSOS EM TRANSITO DE TERCEIROS;371399,14;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;45200009;TRANSFERENCIAS INTERNAS DE RECURSOS;6980,48;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49000009;OUTRAS OBRIGACOES;130952181,1;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49100002;COBRANCA E ARRECADACAO DE TRIBUTOS E ASSEMELHADOS;9676287,89;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49300008;SOCIAIS E ESTATUTARIAS;144020,45;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49400001;FISCAIS E PREVIDENCIARIAS;16777079,82;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49500004;NEGOCIACAO E INTERMEDIACAO DE VALORES;6954079,34;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;49900006;DIVERSAS;97400713,56;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;60000002;PATRIMONIO LIQUIDO;373156531,6;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;61000001;PATRIMONIO LIQUIDO;373156531,6;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;61100004;CAPITAL SOCIAL;264140578,6;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;61500006;RESERVAS DE LUCROS;109015953;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;70000009;CONTAS DE RESULTADO CREDORAS;55259289,85;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71000008;RECEITAS OPERACIONAIS;55053202,28;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71100001;RENDAS DE OPERACOES DE CREDITO;40766171,59;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71300007;RENDAS DE CAMBIO;667;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71400000;RENDAS DE APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;4062610,51;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71500003;RENDAS COM TITULOS E VALORES MOBILIARIOS E        INSTRUMENTOS FINANCEIROS DERIVATIVOS;3224651,69;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71700009;RENDAS DE PRESTACAO DE SERVICOS;3126683,29;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;71900005;OUTRAS RECEITAS OPERACIONAIS;3872418,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;73000006;RECEITAS NAO OPERACIONAIS;206087,57;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;73900003;OUTRAS RECEITAS NAO OPERACIONAIS;206087,57;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;80000006;(-) CONTAS DE RESULTADO DEVEDORAS;-51131693,75;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81000005;(-) DESPESAS OPERACIONAIS;-43819339,72;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81100008;(-) DESPESAS DE CAPTACAO;-13960390,89;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81400007;(-) DESPESAS DE CAMBIO;-14325,17;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81500000;(-) DESPESAS COM TITULOS E VALORES MOBILIARIOS    E INSTRUMENTOS FINANCEIROS DERIVATIVOS;-117379,19;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81700006;(-) DESPESAS ADMINISTRATIVAS;-18744236,42;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81800009;(-) APROVISIONAMENTOS E AJUSTES PATRIMONIAIS;-5544730,9;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;81900002;(-) OUTRAS DESPESAS OPERACIONAIS;-5438277,15;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;83000003;(-) DESPESAS NAO OPERACIONAIS;-41299,41;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;83900000;(-) OUTRAS DESPESAS NAO OPERACIONAIS;-41299,41;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;89000007;(-) APURACAO DE RESULTADO;-7271054,62;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;89400009;(-) IMPOSTO DE RENDA;-6605230,53;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;89700008;(-) PARTICIPACOES NO LUCRO;-665824,09;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90000003;COMPENSACAO;3175122405;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90100006;COOBRIGACOES E RISCOS EM GARANTIAS PRESTADAS;2022740,43;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90300002;TITULOS E VALORES MOBILIARIOS;442334633,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90400005;CUSTODIA DE VALORES;446108258,5;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90800007;CONTRATOS;125552671,3;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;90900000;CONTROLE;566041118,2;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;91000002;CLASSIFICACAO DA CARTEIRA DE CREDITOS;1593062984;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;91100005;OPERACOES DE CREDITOS E ARRENDAMENTO MERCANTIL;1593062984;;;;;;
201201;4010;4913711;;BCO DO EST. DO PA S.A.;;;BANCOS MULTIPLOS;99999995;TOTAL GERAL DO PASSIVO;6087886589;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;4476814414;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;11000006;DISPONIBILIDADES;947850,15;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;11200002;DEPOSITOS BANCARIOS;943869,93;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;11500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS;3980,22;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;178204826,6;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;178204826,6;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;14000003;RELACOES INTERFINANCEIRAS;4378516,42;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;14400005;RELACOES COM CORRESPONDENTES;4378516,42;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO; R$4.068.503.178,00 ;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;16100004;EMPRESTIMOS E TITULOS DESCONTADOS;84467162,45;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;16200007;FINANCIAMENTOS;543990700,9;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;16300000;FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS;3655438573;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;16900008;(-) PROVISOES PARA OPERACOES DE CREDITO;-215393258,8;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;17000000;OPERACOES DE ARRENDAMENTO MERCANTIL;-7292473,79;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;17100003;ARRENDAMENTOS FINANCEIROS A RECEBER;760835,09;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;17900007;(-) PROVISOES PARA OPERACOES DE ARRENDAMENTO MER- CANTIL;-8053308,88;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;227273508,4;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;18100002;AVAIS E FIANCAS HONRADOS;1973684,49;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;18300008;RENDAS A RECEBER;1596995,64;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;18800003;DIVERSOS;225181146,5;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;18900006;(-) PROVISOES PARA OUTROS CREDITOS;-1478318,2;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;4799008,03;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;19800002;OUTROS VALORES E BENS;4485091,32;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;19900005;DESPESAS ANTECIPADAS;313916,71;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;481399830,9;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;21000003;INVESTIMENTOS;36336,16;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;21400005;TITULOS PATRIMONIAIS;646,16;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;21900000;OUTROS INVESTIMENTOS;35690;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;22000002;IMOBILIZADO DE USO;3462175,68;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;22400004;INSTALACOES, MOVEIS E EQUIPAMENTOS DE USO;1192705,36;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;22900009;OUTROS;2269470,32;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;23000001;IMOBILIZADO DE ARRENDAMENTO;477844283,7;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;23200007;BENS ARRENDADOS - ARRENDAMENTO FINANCEIRO;477844283,7;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;24000000;DIFERIDO;57035,39;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;24100003;GASTOS DE ORGANIZACAO E EXPANSAO;57035,39;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;30000001;COMPENSACAO;17097702725;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;30400003;CUSTODIA DE VALORES;326303816,9;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;30600009;NEGOCIACAO E INTERMEDIACAO DE VALORES;222223754,9;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;30800005;CONTRATOS;61470138,94;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;30900008;CONTROLE;11885812560;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31000000;CLASSIFICACAO DA CARTEIRA DE CREDITOS;4601892455;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31100003;OPERACOES DE RISCO NIVEL AA;1118310228;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31200006;OPERACOES DE RISCO NIVEL A;2230056209;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31300009;OPERACOES DE RISCO NIVEL B;500390010,4;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31400002;OPERACOES DE RISCO NIVELC;340718305,7;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31500005;OPERACOES DE RISCO NIVEL D;164817329,8;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31600008;OPERACOES DE RISCO NIVEL E;68341492,63;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31700001;OPERACOES DE RISCO NIVEL F;24297191,39;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31800004;OPERACOES DE RISCO NIVEL G;18484379,9;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;31900007;OPERACOES DE RISCO NIVEL H;136477307,5;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;39999993;TOTAL GERAL DO ATIVO;22055916970;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;40000008;CIRCULANTE E EXIGIVEL A LONGO PRAZO;4446640123;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;41000007;DEPOSITOS;114972814;;;;;;
201201;4010;5040481;;BCO DE LAGE LANDEN BRASIL S.A.;;;BANCOS MULTIPLOS;41300006;DEPOSITOS INTERFINANCEIROS;114972814;;;;;;
