Balancete/Balanco Geral (Documentos: 4010 - 4016 - 4020 - 4026);;;;;;;;;;;;;;;;
Data de geracao dos dados: 2015-07-09;;;;;;;;;;;;;; R$1.613.183.001.003,61 ;148;
Fonte: Instituicoes financeiras;;;;;;;;;;;; R$183.668.961.079.270,00 ;; R$321.010.000.000,00 ;BCO DO BRASIL S.A.;0,198991683
#DATA_BASE;DOCUMENTO;CNPJ;AGENCIA;NOME_INSTITUICAO;COD_CONGL;NOME_CONGL;TAXONOMIA;CONTA;NOME_CONTA; SALDO ;;;; R$4.534.232.073,00 ;BRB - BCO DE BRASILIA S.A.;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;12100008;APLICACOES EM OPERACOES COMPROMISSADAS;1533045131;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;22673256,08;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;12600003;APLICA_OES EM MOEDAS ESTRANGEIRAS;237297333,2;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS      FINANCEIROS DERIVATIVOS;353281951,1;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;13100007;LIVRES;168581896;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;13200000;VINCULADOS A OPERACOES COMPROMISSADAS;28301001,74;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;13300003;INSTRUMENTOS FINANCEIROS DERIVATIVOS;114127990,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;13600002;VINCULADOS A PRESTACAO DE GARANTIAS;42271062,76;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;14000003;RELACOES INTERFINANCEIRAS;1863372,54;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;14100006;DIREITOS JUNTO A PARTICIPANTES DE SISTEMAS DE     LIQUIDA‚ÌO;12282,35;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;14200009;CREDITOS VINCULADOS;674818,11;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;14400005;RELACOES COM CORRESPONDENTES;1176272,08;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO;649853921,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;16100004;EMPRESTIMOS E TITULOS DESCONTADOS;483037677,9;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;16200007;FINANCIAMENTOS;180737085;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;16900008;(-) PROVISOES PARA OPERACOES DE CREDITO;-13920841,12;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;17000000;OPERACOES DE ARRENDAMENTO MERCANTIL;-46472,27;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;17900007;(-) PROVISOES PARA OPERACOES DE ARRENDAMENTO MER- CANTIL;-46472,27;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;1680288465;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18200005;CARTEIRA DE CAMBIO;1577584155;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18300008;RENDAS A RECEBER;1026919,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18400001;NEGOCIACAO E INTERMEDIACAO DE VALORES;2445147,23;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18800003;DIVERSOS;114661069,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;18900006;(-) PROVISOES PARA OUTROS CREDITOS;-15428826,99;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;10385801,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;19800002;OUTROS VALORES E BENS;5233099,62;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;19900005;DESPESAS ANTECIPADAS;5152702,18;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;461144365,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;21000003;INVESTIMENTOS;437952745;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;21100006;INVESTIMENTOS NO EXTERIOR;419957131,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;21200009;PARTICIPACOES EM COLIGADAS E CONTROLADAS NO PAIS;17945613,43;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;21300002;INVESTIMENTOS POR INCENTIVOS FISCAIS;50000;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;22000002;IMOBILIZADO DE USO;8054546,32;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;22300001;IMOVEIS DE USO;1094,2;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;22400004;INSTALACOES, MOVEIS E EQUIPAMENTOS DE USO;4818057,1;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;22900009;OUTROS;3235395,02;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;23000001;IMOBILIZADO DE ARRENDAMENTO;9462430;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;23200007;BENS ARRENDADOS - ARRENDAMENTO FINANCEIRO;9462430;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;24000000;DIFERIDO;4990717,62;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;24100003;GASTOS DE ORGANIZACAO E EXPANSAO;4990717,62;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;25000009;INTANGIVEL;683926,36;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;25100002;ATIVOS INTANGIVEIS;683926,36;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30000001;COMPENSACAO;12822590100;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30100004;COOBRIGACOES E RISCOS EM GARANTIAS PRESTADAS;27811531,34;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30300000;TITULOS E VALORES MOBILIARIOS;239153960,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30400003;CUSTODIA DE VALORES;1200340987;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30500006;COBRANCA;20935522,09;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30600009;NEGOCIACAO E INTERMEDIACAO DE VALORES;8487176919;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;30900008;CONTROLE;1905939437;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31000000;CLASSIFICACAO DA CARTEIRA DE CREDITOS;941231742,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31100003;OPERACOES DE RISCO NIVEL AA;99578028,41;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31200006;OPERACOES DE RISCO NIVEL A;210929525,9;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31300009;OPERACOES DE RISCO NIVEL B;348451856,1;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31400002;OPERACOES DE RISCO NIVELC;268741474,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31500005;OPERACOES DE RISCO NIVEL D;1047905,86;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31600008;OPERACOES DE RISCO NIVEL E;208447,66;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31700001;OPERACOES DE RISCO NIVEL F;8290906,37;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31800004;OPERACOES DE RISCO NIVEL G;152535,33;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;31900007;OPERACOES DE RISCO NIVEL H;3831062,17;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;39999993;TOTAL GERAL DO ATIVO;17774891027;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;40000008;CIRCULANTE E EXIGIVEL A LONGO PRAZO;4416887830;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;41000007;DEPOSITOS;929737345,9;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;41100000;DEPOSITOS A VISTA;18093909,76;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;41300006;DEPOSITOS INTERFINANCEIROS;180673545,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;41500002;DEPOSITOS A PRAZO;730969890,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;42000006;OBRIGACOES POR OPERACOES COMPROMISSADAS;991752826,1;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;42100009;CARTEIRA PROPRIA;28110004,91;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;42200002;CARTEIRA DE TERCEIROS;763643736,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;42300005;CARTEIRA LIVRE MOVIMENTACAO;199999084,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;43000005;RECURSOS DE ACEITES CAMBIAIS, LETRAS IMOBILIARIAS E HIPOTECARIAS, DEBENTURES E SIMILARES;593661809,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;43200001;RECURSOS DE LETRAS IMOBILIARIAS, HIPOTECARIAS, DE CREDITO E SIMILARES;237243768,1;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;43500000;OBRIGACOES POR TITULOS E VALORES MOBILIARIOS NO   EXTERIOR;356418041,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;44000004;RELACOES INTERFINANCEIRAS;76696,7;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;44100007;OBRIGA‚ÍES JUNTO A PARTICIPANTES DE SISTEMAS DE   LIQUIDA‚ÌO;76696,7;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;45000003;RELACOES INTERDEPENDENCIAS;15113487,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;45100006;RECURSOS EM TRANSITO DE TERCEIROS;15113487,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;46000002;OBRIGACOES POR EMPRESTIMOS E REPASSES;320027436,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;46300001;EMPRESTIMOS NO EXTERIOR;315688469,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;46400004;REPASSES DO PAIS - INSTITUICOES OFICIAIS;4338967;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;47000001;INSTRUMENTOS FINANCEIROS DERIVATIVOS;113189706,9;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;47100004;INSTRUMENTOS FINANCEIROS DERIVATIVOS;113189706,9;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49000009;OUTRAS OBRIGACOES;1453328521;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49100002;COBRANCA E ARRECADACAO DE TRIBUTOS E ASSEMELHADOS;108704,36;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49200005;CARTEIRA DE CAMBIO;1316720005;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49300008;SOCIAIS E ESTATUTARIAS;33573075,86;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49400001;FISCAIS E PREVIDENCIARIAS;13950883,75;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49500004;NEGOCIACAO E INTERMEDIACAO DE VALORES;32533,24;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;49900006;DIVERSAS;88943318,92;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;50000005;RESULTADOS DE EXERCICIOS FUTUROS;725454,02;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;51000004;RECEITAS DE EXERCICIOS FUTUROS;725454,02;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;51100007;RECEITAS DE EXERCICIOS FUTUROS;725454,02;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;60000002;PATRIMONIO LIQUIDO;536596499,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61000001;PATRIMONIO LIQUIDO;536596499,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61100004;CAPITAL SOCIAL;413130966,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61500006;RESERVAS DE LUCROS;298187901,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61600009;AJUSTES DE AVALIACAO PATRIMONIAL;2065204,66;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61800005;LUCROS OU PREJUIZOS ACUMULADOS;0,01;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;61900008;(-) ACOES EM TESOURARIA;-176787572,8;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;70000009;CONTAS DE RESULTADO CREDORAS;242137746,4;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71000008;RECEITAS OPERACIONAIS;242134957,7;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71100001;RENDAS DE OPERACOES DE CREDITO;9817881,84;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71200004;RENDAS DE ARRENDAMENTO MERCANTIL;1165127,48;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71300007;RENDAS DE CAMBIO;118887592,7;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71400000;RENDAS DE APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;16793810,13;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71500003;RENDAS COM TITULOS E VALORES MOBILIARIOS E        INSTRUMENTOS FINANCEIROS DERIVATIVOS;61878308,13;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71700009;RENDAS DE PRESTACAO DE SERVICOS;663685,57;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71800002;RENDAS DE PARTICIPACOES;232459,46;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;71900005;OUTRAS RECEITAS OPERACIONAIS;32696092,45;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;73000006;RECEITAS NAO OPERACIONAIS;2788,69;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;73100009;LUCROS EM TRANSACOES COM VALORES E BENS;2788,69;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;80000006;(-) CONTAS DE RESULTADO DEVEDORAS;-244046602,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81000005;(-) DESPESAS OPERACIONAIS;-237735506,2;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81100008;(-) DESPESAS DE CAPTACAO;-20943534,45;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81200001;(-) DESPESAS DE OBRIGACOES POR EMPRESTIMOS E         REPASSES;-2555101,26;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81300004;(-) DESPESAS DE ARRENDAMENTO MERCANTIL;-1039631,71;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81400007;(-) DESPESAS DE CAMBIO;-116073184,6;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81500000;(-) DESPESAS COM TITULOS E VALORES MOBILIARIOS    E INSTRUMENTOS FINANCEIROS DERIVATIVOS;-83264251,16;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81600003;(-) DESPESAS DE PARTICIPACOES;-2135719,29;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81700006;(-) DESPESAS ADMINISTRATIVAS;-4493393,58;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81800009;(-) APROVISIONAMENTOS E AJUSTES PATRIMONIAIS;-943329,72;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;81900002;(-) OUTRAS DESPESAS OPERACIONAIS;-6287360,45;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;83000003;(-) DESPESAS NAO OPERACIONAIS;-8069,46;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;83100006;(-) PREJUIZOS EM TRANSACOES COM VALORES E BENS;-2243,97;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;83900000;(-) OUTRAS DESPESAS NAO OPERACIONAIS;-5825,49;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;89000007;(-) APURACAO DE RESULTADO;-6303026,84;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;89400009;(-) IMPOSTO DE RENDA;-6303026,84;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90000003;COMPENSACAO;12822590100;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90100006;COOBRIGACOES E RISCOS EM GARANTIAS PRESTADAS;27811531,34;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90300002;TITULOS E VALORES MOBILIARIOS;239153960,5;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90400005;CUSTODIA DE VALORES;1200340987;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90500008;COBRANCA;20935522,09;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90600001;NEGOCIACAO E INTERMEDIACAO DE VALORES;8487176919;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;90900000;CONTROLE;1905939437;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;91000002;CLASSIFICACAO DA CARTEIRA DE CREDITOS;941231742,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;91100005;OPERACOES DE CREDITOS E ARRENDAMENTO MERCANTIL;941231742,3;;;;;;
201201;4020;15114366;;BCO BBM S.A.;;;BANCOS MULTIPLOS;99999995;TOTAL GERAL DO PASSIVO;17774891027;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;10604742846;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;11000006;DISPONIBILIDADES;116910669,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;11100009;CAIXA;109867640,9;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;11300005;RESERVAS LIVRES;1305617,6;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;11500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS;5737410,57;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;3371263420;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;12100008;APLICACOES EM OPERACOES COMPROMISSADAS;2434643784;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;927354926,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;12600003;APLICA_OES EM MOEDAS ESTRANGEIRAS;9264709,43;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS      FINANCEIROS DERIVATIVOS;407946363,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;13100007;LIVRES;382641755,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;13300003;INSTRUMENTOS FINANCEIROS DERIVATIVOS;4435509,97;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;13600002;VINCULADOS A PRESTACAO DE GARANTIAS;20869098,03;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;14000003;RELACOES INTERFINANCEIRAS;228745878;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;14100006;DIREITOS JUNTO A PARTICIPANTES DE SISTEMAS DE     LIQUIDA‚ÌO;38014629,78;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;14200009;CREDITOS VINCULADOS;188070968,7;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;14400005;RELACOES COM CORRESPONDENTES;2660279,53;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;15000002;RELACOES INTERDEPENDENCIAS;5485303,22;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;15200008;TRANSFERENCIAS INTERNAS DE RECURSOS;5485303,22;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO;5606044300;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16100004;EMPRESTIMOS E TITULOS DESCONTADOS;5552440752;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16200007;FINANCIAMENTOS;16767378,51;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16300000;FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS;273392428,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16400003;FINANCIAMENTOS IMOBILIARIOS;57065816,26;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;16900008;(-) PROVISOES PARA OPERACOES DE CREDITO;-293622075;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;671075525,3;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;18200005;CARTEIRA DE CAMBIO;65726341,07;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;18300008;RENDAS A RECEBER;15753339,09;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;18800003;DIVERSOS;590497979,5;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;18900006;(-) PROVISOES PARA OUTROS CREDITOS;-902134,35;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;197271387,3;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;19800002;OUTROS VALORES E BENS;12164976,13;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;19900005;DESPESAS ANTECIPADAS;185106411,1;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;408987310,3;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;21000003;INVESTIMENTOS;325121932,7;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;21200009;PARTICIPACOES EM COLIGADAS E CONTROLADAS NO PAIS;323939897,5;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;21300002;INVESTIMENTOS POR INCENTIVOS FISCAIS;33944,52;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;21400005;TITULOS PATRIMONIAIS;173695,48;;;;;;
201201;4020;17184037;;BCO MERCANTIL DO BRASIL S.A.;;;BANCOS MULTIPLOS;21500008;ACOES E COTAS;694913,45;;;;;;
