Balancete/Balanco Geral (Documentos: 4010 - 4016 - 4020 - 4026);;;;;;;;;;
Data de geracao dos dados: 2021-03-01;;;;;;;;;;
Fonte: Instituicoes financeiras;;;;;;;;;;
#DATA_BASE;DOCUMENTO;CNPJ;AGENCIA;NOME_INSTITUICAO;COD_CONGL;NOME_CONGL;TAXONOMIA;CONTA;NOME_CONTA;SALDO
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;71700009;Rendas De Prestacao De Servicos;301428,29
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;71900005;Outras Receitas Operacionais;979173,77
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;73000006;RECEITAS NAO OPERACIONAIS;571
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;73100009;Lucros Em Transacoes Com Valores E Bens;141,88
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;73900003;Outras Receitas Nao Operacionais;429,12
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;80000006;(-) CONTAS DE RESULTADO DEVEDORAS;-145972548,6
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81000005;(-) DESPESAS OPERACIONAIS;-146578071,8
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81100008;(-) Despesas De Captacao;-38958057,74
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81500000;(-) Despesas Com Titulos E Valores Mobiliarios    E Instrumentos Financeiros Derivativos;-12656960,37
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81700006;(-) Despesas Administrativas;-11201468,86
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81800009;(-) Aprovisionamentos E Ajustes Patrimoniais;-4561990,94
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;81900002;(-) Outras Despesas Operacionais;-79199593,93
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;83000003;(-) DESPESAS NAO OPERACIONAIS;-32,1
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;83900000;(-) Outras Despesas Nao Operacionais;-32,1
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;89000007;(-) APURACAO DE RESULTADO;605555,33
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;89400009;(-) Imposto De Renda;1080958,53
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;89700008;(-) Participacoes No Lucro;-475403,2
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90000003;COMPENSACAO;9459720144
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90300002;Titulos E Valores Mobiliarios;344664002,2
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90400005;Custodia De Valores;891532100
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90500008;Cobranca;221704673,3
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90600001;Negociacao E Intermediacao De Valores;2188347729
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90800007;Contratos;998619,78
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;90900000;Controle;2686868134
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;91000002;CLASSIFICACAO DA CARTEIRA DE CREDITOS;3125604885
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;91100005;Operacoes De Creditos E Arrendamento Mercantil;3125604885
202011;4010;3323840;;BCO ALFA S.A.;;;BANCOS COMERCIAIS;99999995;TOTAL GERAL DO PASSIVO;13939500534
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;1579912564
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;11000006;DISPONIBILIDADES;12237619,52
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;11200002;Depositos Bancarios;12237619,52
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS FINANCEIROS DERIVATIVOS;30257579,56
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;13100007;Livres;30257579,56
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;14000003;RELACOES INTERFINANCEIRAS;19725639,77
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;14200009;Creditos Vinculados;19725639,77
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO;1453116358
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;16100004;Empréstimos e Direitos Creditórios Descontados;450922,53
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;16200007;Financiamentos;1484537200
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;16900008;(-) Provisoes Para Operacoes De Credito;-31871764,86
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;61272483,46
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;18800003;Diversos;61272483,46
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;3302884
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;19800002;Outros Valores E Bens;2914605,65
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;19900005;Despesas Antecipadas;388278,35
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;10639050,47
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;22000002;IMOBILIZADO DE USO;2231345,44
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;22500007;Ativo Imobilizado de Uso;2231345,44
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;25000009;INTANGIVEL;8407705,03
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;25100002;Ativos Intangiveis;8407705,03
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;30000001;COMPENSACAO;5568774792
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;30300000;Titulos E Valores Mobiliarios;30257579,56
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;30400003;Custodia De Valores;3596909058
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;30900008;Controle;455671743,1
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31000000;CLASSIFICACAO DA CARTEIRA DE CREDITOS;1485936411
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31200006;Operacoes De Risco Nivel A;881528598,4
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31300009;Operacoes De Risco Nivel B;521638964,7
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31400002;Operacoes De Risco Nivelc;46356618,71
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31500005;Operacoes De Risco Nivel D;11499683,16
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31600008;Operacoes De Risco Nivel E;3024262,5
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31700001;Operacoes De Risco Nivel F;1955907,54
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31800004;Operacoes De Risco Nivel G;6863266,85
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;31900007;Operacoes De Risco Nivel H;13069108,95
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;39999993;TOTAL GERAL DO ATIVO;7159326406
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;40000008;CIRCULANTE E EXIGIVEL A LONGO PRAZO;1300583309
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;41000007;DEPOSITOS;1234746454
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;41300006;Depositos Interfinanceiros;1086976211
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;41500002;Depositos A Prazo;147770242,7
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;49000009;OUTRAS OBRIGACOES;65836855,2
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;49100002;Cobranca E Arrecadacao De Tributos E Assemelhados;2451567,65
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;49400001;Fiscais E Previdenciarias;15690039,55
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;49900006;Diversas;47695248
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;50000005;RESULTADOS DE EXERCICIOS FUTUROS;6764058,98
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;51000004;RECEITAS DE EXERCICIOS FUTUROS;6764058,98
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;51100007;Receitas De Exercicios Futuros;6764058,98
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;60000002;PATRIMONIO LIQUIDO;272867400,7
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;61000001;PATRIMONIO LIQUIDO;272867400,7
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;61100004;Capital Social;229755831,9
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;61500006;Reservas De Lucros;43111568,81
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;70000009;CONTAS DE RESULTADO CREDORAS;90584243,79
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71000008;RECEITAS OPERACIONAIS;90546496,72
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71100001;Rendas De Operacoes De Credito;74727311,25
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71400000;Rendas De Aplicacoes Interfinanceiras De Liquidez;155620,87
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71500003;Rendas Com Titulos E Valores Mobiliarios E Instrumentos Financeiros Derivativos;190171,88
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71700009;Rendas De Prestacao De Servicos;5319235,43
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;71900005;Outras Receitas Operacionais;10154157,29
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;73000006;RECEITAS NAO OPERACIONAIS;37747,07
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;73900003;Outras Receitas Nao Operacionais;37747,07
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;80000006;(-) CONTAS DE RESULTADO DEVEDORAS;-80247397,77
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;81000005;(-) DESPESAS OPERACIONAIS;-71405031,32
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;81100008;(-) Despesas De Captacao;-29353470,13
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;81700006;(-) Despesas Administrativas;-23740404,77
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;81800009;(-) Aprovisionamentos E Ajustes Patrimoniais;-10576068,05
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;81900002;(-) Outras Despesas Operacionais;-7735088,37
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;89000007;(-) APURACAO DE RESULTADO;-8842366,45
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;89400009;(-) Imposto De Renda;-7781462,24
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;89700008;(-) Participacoes No Lucro;-1060904,21
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;90000003;COMPENSACAO;5568774792
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;90300002;Titulos E Valores Mobiliarios;30257579,56
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;90400005;Custodia De Valores;3596909058
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;90900000;Controle;455671743,1
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;91000002;CLASSIFICACAO DA CARTEIRA DE CREDITOS;1485936411
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;91100005;Operacoes De Creditos E Arrendamento Mercantil;1485936411
202011;4010;3502961;;BCO PSA FINANCE BRASIL S.A.;;;BANCOS MULTIPLOS;99999995;TOTAL GERAL DO PASSIVO;7159326406
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;3367600722
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;11000006;DISPONIBILIDADES;787020,91
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;11300005;Reservas Livres;162035,24
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;11500001;Disponibilidades Em Moedas Estrangeiras;624985,67
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;1223798139
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;12100008;Aplicacoes Em Operacoes Compromissadas;1223798139
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS FINANCEIROS DERIVATIVOS;427387247,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;13100007;Livres;141156568,9
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;13300003;Instrumentos Financeiros Derivativos;98916734,61
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;13600002;Vinculados A Prestacao De Garantias;187313944,2
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;16000001;OPERACOES DE CREDITO;384430808,8
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;16100004;Empréstimos e Direitos Creditórios Descontados;12582496,22
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;16200007;Financiamentos;375623061,4
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;16900008;(-) Provisoes Para Operacoes De Credito;-3774748,87
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;18000009;OUTROS CREDITOS;1330548601
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;18200005;Carteira De Cambio;697891414,1
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;18300008;Rendas A Receber;14510537,27
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;18400001;Negociacao E Intermediacao De Valores;607919927,5
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;18800003;Diversos;10226722,59
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;19000008;OUTROS VALORES E BENS;648904,19
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;19900005;Despesas Antecipadas;648904,19
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;20000004;PERMANENTE;2828734,28
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;22000002;IMOBILIZADO DE USO;2256066,26
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;22500007;Ativo Imobilizado de Uso;2256066,26
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;25000009;INTANGIVEL;572668,02
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;25100002;Ativos Intangiveis;572668,02
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30000001;COMPENSACAO;10564451006
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30100004;Coobrigacoes E Riscos Em Garantias Prestadas;691331869,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30300000;Titulos E Valores Mobiliarios;328470513,1
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30400003;Custodia De Valores;2059670886
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30600009;Negociacao E Intermediacao De Valores;3583620149
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30800005;Contratos;116296006
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;30900008;Controle;3396856025
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;31000000;CLASSIFICACAO DA CARTEIRA DE CREDITOS;388205557,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;31100003;Operacoes De Risco Nivel Aa;375623061,4
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;31600008;Operacoes De Risco Nivel E;12582496,22
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;39999993;TOTAL GERAL DO ATIVO;13934880462
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;40000008;CIRCULANTE E EXIGIVEL A LONGO PRAZO;2823090527
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;41000007;DEPOSITOS;476719274,2
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;41500002;Depositos A Prazo;476719274,2
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;43000005;RECURSOS DE ACEITES CAMBIAIS, LETRAS IMOBILIARIAS E HIPOTECARIAS, DEBENTURES E SIMILARES;43471644,65
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;43200001;Recursos De Letras Imobiliarias, Hipotecarias, De Credito E Similares;43471644,65
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;45000003;RELACOES INTERDEPENDENCIAS;39416,34
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;45100006;Recursos em Transito de Terceiros;39416,34
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;46000002;OBRIGACOES POR EMPRESTIMOS E REPASSES;890802991,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;46300001;Emprestimos No Exterior;890802991,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;47000001;INSTRUMENTOS FINANCEIROS DERIVATIVOS;3920036,67
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;47100004;Instrumentos Financeiros Derivativos;3920036,67
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49000009;OUTRAS OBRIGACOES;1408137164
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49100002;Cobranca E Arrecadacao De Tributos E Assemelhados;65,54
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49200005;Carteira De Cambio;698635291,1
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49400001;Fiscais E Previdenciarias;28277539,49
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49500004;Negociacao E Intermediacao De Valores;609541699,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;49900006;Diversas;71682568,05
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;50000005;RESULTADOS DE EXERCICIOS FUTUROS;11060094,02
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;51000004;RECEITAS DE EXERCICIOS FUTUROS;11060094,02
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;51100007;Receitas De Exercicios Futuros;11060094,02
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;60000002;PATRIMONIO LIQUIDO;607687609,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;61000001;PATRIMONIO LIQUIDO;607687609,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;61100004;Capital Social;593901747,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;61500006;Reservas De Lucros;2083381,29
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;61600009;Ajustes De Avaliacao Patrimonial;4666243,8
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;61800005;Lucros Ou Prejuizos Acumulados;7036237,07
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;70000009;CONTAS DE RESULTADO CREDORAS;1167119868
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71000008;RECEITAS OPERACIONAIS;1167119868
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71100001;Rendas De Operacoes De Credito;10483874,91
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71300007;Rendas De Cambio;58803254,93
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71400000;Rendas De Aplicacoes Interfinanceiras De Liquidez;8826024,31
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71500003;Rendas Com Titulos E Valores Mobiliarios E Instrumentos Financeiros Derivativos;1019037587
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71700009;Rendas De Prestacao De Servicos;26396870,77
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;71900005;Outras Receitas Operacionais;43572255,49
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;80000006;(-) CONTAS DE RESULTADO DEVEDORAS;-1238528643
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81000005;(-) DESPESAS OPERACIONAIS;-1207563554
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81100008;(-) Despesas De Captacao;-3666519,55
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81200001;(-) Despesas De Obrigacoes Por Emprestimos E Repasses;-44142770,83
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81400007;(-) Despesas De Cambio;-138191,78
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81500000;(-) Despesas Com Titulos E Valores Mobiliarios    E Instrumentos Financeiros Derivativos;-1004241002
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81700006;(-) Despesas Administrativas;-79804773,17
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81800009;(-) Aprovisionamentos E Ajustes Patrimoniais;-20033977,55
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;81900002;(-) Outras Despesas Operacionais;-55536319,11
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;89000007;(-) APURACAO DE RESULTADO;-30965089,43
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;89400009;(-) Imposto De Renda;-30831828,63
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;89700008;(-) Participacoes No Lucro;-133260,8
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90000003;COMPENSACAO;10564451006
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90100006;Coobrigacoes E Riscos Em Garantias Prestadas;691331869,7
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90300002;Titulos E Valores Mobiliarios;328470513,1
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90400005;Custodia De Valores;2059670886
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90600001;Negociacao E Intermediacao De Valores;3583620149
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90800007;Contratos;116296006
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;90900000;Controle;3396856025
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;91000002;CLASSIFICACAO DA CARTEIRA DE CREDITOS;388205557,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;91100005;Operacoes De Creditos E Arrendamento Mercantil;388205557,6
202011;4010;3532415;;BCO ABN AMRO S.A.;;;BANCOS MULTIPLOS;99999995;TOTAL GERAL DO PASSIVO;13934880462
202011;4010;3609817;;BCO CARGILL S.A.;;;BANCOS MULTIPLOS;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;3945694015
